Reference Item 	 Label 
Q4805028	Ashgate Publishing	1
Q4805143	Paul E. Jacobs	1
Q4806100	11 bit studios	1
Q4810370	La Capital	1
Q4810860	Bolbe	2
Q4811062	Richard Seymour-Conway, 4th Marquess of Hertford	1
Q4813	Lady Ann Cunningham	2
Q481403	Italian submarine Scirè	1
Q481511	Bernard of Niemodlin	1
Q481524	Nicholas V, Duke of Krnov	1
Q481534	Nicholas IV, Duke of Ratibor-Bruntál	1
Q4817062	Atmaram Ravaji Deshpande	1
Q4817981	Attack of the Show!	1
Q48183	German Wikipedia	2277988
Q4821369	Augustus Anson	1
Q4821385	Augustus Berkeley, 4th Earl of Berkeley	1
Q4825296	Australia–New Zealand Maritime Treaty	1
Q48259	Dick Cheney	1
Q483373	electric multiple unit	1
Q48340	CNN	2
Q4834113	B. M. Suhara	1
Q4834855	BBC Music	2
Q4834893	BBC Persian	1
Q483501	artist	1
Q483771	Elijah Wood	1
Q483869	Sinchang Station	2
Q4841088	Badr-un-Nissa	1
Q48413	Free Software Foundation	1
Q48460	Dewey Decimal Classification	2
Q484876	chief executive officer	2
Q485240	Billboard	1
Q48525	Federal government of the United States	1
Q485552	Samguk Sagi	2
Q485593	Red Hat	2
Q485639	Naver	2
Q4858761	Barbara Boggs Sigmund	1
Q4858770	Barbara Branden	1
Q4859466	Barbarina Brand	1
Q4859747	Barbro Eriksdotter	1
Q4861473	Gyeongui metropolitan railway	2
Q486165	Anarawd ap Rhodri	1
Q4863517	Barrie Examiner	1
Q486744	Korean Movie Database	2
Q4869934	Battista Malatesta	1
Q487043	Ellis Marsalis	1
Q4870480	Miss Ellie Ewing	1
Q487643	AREX	5
Q48774	Gerry Goffin	1
Q4877420	Beauchamp St John, 17th Baron St John of Bletso	1
Q4880835	Behind the Candelabra: My Life With Liberace	1
Q4884493	Beloit Daily News	1
Q488563	NASA/IPAC Extragalactic Database	442
Q488589	Federal Ministry of Economics and Technology	4
Q488670	null	1
Q4887235	Benedick Bates	1
Q488814	Russian presidential election of 2012	1
Q4889045	Benjamin Motte	1
Q4893245	Bernard II de Balliol	1
Q4893400	Bernard Mallet	1
Q4893720	Bernard Vonnegut, Sr.	1
Q48952	Persian Wikipedia	363940
Q489609	Everline	1
Q48961	Calypso	2
Q4897452	Beth Brooke-Marciniak	1
Q489786	Yamato-Saidaiji Station	1
Q4898308	Betsy Lewin	1
Q490	Milan	1
Q490031	Bonghwasan Station	9
Q4900653	Bhagmati	1
Q4901055	Bhanurangsi Savangwongse	2
Q4903497	Bibliotek.dk	1
Q490460	Sinseol-dong Station	1
Q490554	Namtaeryeong Station	1
Q490570	Oido Station	1
Q490661	Banghwa Station	3
Q4907869	Bill Adler	1
Q4908061	Bill Bauer	1
Q490909	Kkachisan Station	1
Q490921	Macheon Station	4
Q49093	Amsa Station	3
Q49095	Ogeum Station	5
Q490973	Sangil-dong Station	4
Q49112	Yale University	3
Q49128	Drew Gilpin Faust	1
Q491578	Ministry of Labour and Social Affairs of Germany	1
Q4916749	Birmingham Mail	1
Q4916779	Birmingham Post	1
Q4918619	Biswa Singha of Kamata	1
Q4919313	Hang Thun Hak	2
Q49199	Somerville	1
Q4924916	Blanchette Ferry Rockefeller	2
Q49255	Tampa	1
Q4925786	Plattdüütsch Wikipedia	5
Q4927231	Matthew	1
Q492825	Daily NK	1
Q493293	Andrea	1
Q493344	Ministry for the Environment, Nature Conservation, and Nuclear Safety of Germany	2
Q493353	Ministry of Defence of Germany	1
Q4934835	Kitty Aldridge	1
Q493733	Lasse Berghagen	1
Q4937421	Elisabet Juliana Banér	1
Q4937445	Mary Bankes	1
Q4938391	Anna Bergenström	1
Q4938478	Malin Berghagen	1
Q4938800	null	1
Q4938996	Ebba Bielke	1
Q4940431	Else Marie Brandt	1
Q4940985	Kerstin Brunnberg	1
Q4942057	Mary Carpenter	1
Q4942337	null	1
Q4942488	Emma Löwstädt-Chadwick	1
Q4943654	Görel Crona	1
Q4944388	Maria Sofia De la Gardie	2
Q4947705	Boston.com	5
Q4947900	Boston Evening Transcript	2
Q4949114	Anna-Lisa Fröberg	1
Q4949746	Pixie Geldof	1
Q4952449	Lovisa Hamrin	2
Q4953302	null	3
Q4955696	null	1
Q4955848	Ingeborg Plockross Irminger	1
Q495631	Ensenada Center for Scientific Research and Higher Education	1
Q4956606	Brandchannel	1
Q4956689	Brandi Glanville	1
Q4956893	Anna Johansson	1
Q4957128	Brandon Walker	1
Q4958598	Anna Filipsdotter Kern	1
Q4958923	Brazilian submarine Tikuna	1
Q4959243	Johanne Skram Knudsen	1
Q4960141	Bredo Greve	1
Q4960695	Brenda Hillman	2
Q49644	French battleship France	1
Q496578	Gleb of Kiev	1
Q496672	Hong Kong Stock Exchange	1
Q4968079	Alida Morberg	1
Q4970965	Pernilla Oljelund	1
Q4971534	Britt Allcroft	1
Q4972443	Malin Persson Giolito	1
Q4972535	Kristina Persson	1
Q4973002	Stina Piper	3
Q4975073	Tiffany Roberts	1
Q497557	Take no gosho	1
Q49757	poet	1
Q4976603	Brownlow Cecil, 8th Earl of Exeter	1
Q4977837	Bruce Lansbury	2
Q4977945	Bruce Mann	1
Q497898	Incheon Station	1
Q4980221	Cristina Stenbeck	1
Q4980227	null	1
Q4981039	Sigrid Sture	1
Q4981773	Dora Söderberg	1
Q498251	Federal Ministry of Justice	1
Q4982822	Lene Tiemroth	2
Q4983599	null	3
Q49848	document	1
Q498593	Hiwadahime	1
Q498616	Wakasa no tsubone	1
Q4986731	Bujantai	1
Q498707	null	1
Q498713	null	1
Q4987208	Elisabeth Bagreèff-Speransky	1
Q4987511	null	1
Q498921	The Straits Times	8
Q4990088	Laila Bagge Wahlgren	1
Q4990738	Agneta Wrangel	1
Q4990761	null	2
Q4990853	null	1
Q499103	Lunalilo	1
Q4991096	null	1
Q499118	Federal Ministry of Finance	3
Q499138	Bright Star Catalogue	1
Q4992	Emperor Shizong of Liao	1
Q4992006	null	1
Q4992185	Gaffa	2
Q4993	Emperor Muzong of Liao	1
Q4993386	Adolf Borchers	1
Q4993416	Jens Arup Seip	1
Q49941	Ilona Staller	1
Q499410	Linköping Municipality	1
Q49942	Danggogae Station	1
Q499601	Andreas Michalakopoulos	1
Q4997	Emperor Jingzong of Liao	1
Q4997826	Infante Ferdinand of Spain	1
Q5	human	18
Q5000	Emperor Shengzong of Liao	2
Q5000322	Burr H. Duval	1
Q50008	The Times	19
Q50009	El País	26
Q50011	Dorasan Station	1
Q500289	Andreas Rossmann	1
Q500412	JS Suo	1
Q500474	HMS Crescent	2
Q500740	Lille University of Science and Technology	1
Q5009	Emperor Tianzuo of Liao	3
Q500961	Secretariat of Foreign Affairs	4
Q501356	Suryavarman I	2
Q5015587	Cabinet of the Czech Republic	5
Q5021464	Calkins Media	1
Q502331	Valkenisse, Walcheren	1
Q5025487	Cambridge News	1
Q502698	Federal Ministry of the Interior	1
Q5029296	Canada 2001 Census	1
Q5029298	Canada 2006 Census	1
Q5029304	Canada 2011 Census	26
Q503176	Christie's	2
Q5032134	Candy Spelling	1
Q503419	University of Arizona	1
Q5038145	Jack Soble	1
Q504063	Discogs	4
Q5042832	Carlotta Gall	1
Q5044247	Carol Barbee	1
Q5044437	Carol Leifer	1
Q5044476	Carol Moldaw	1
Q5044537	Carol Ryrie Brink	1
Q5050605	Castles of Steel	3
Q505207	Melete	2
Q5052605	Catherine Courtney, Baroness Courtney of Penwith	1
Q5052725	Catherine Hickland	2
Q5052999	Catherine of Austria, Lady of Coucy	1
Q505308	Manuel Caballero	1
Q5055868	Cecelia Ager	1
Q5058971	Census in Australia	1
Q506022	USS Arizona	1
Q506077	Kavurt	1
Q506285	Eurybia	2
Q5065616	Cesáreo Fernández Duro	1
Q5065673	Ceto	2
Q5070343	Chan Nak	2
Q50713	Jean Renoir	1
Q5071486	Chandresh Kumari	2
Q507152	null	1
Q507162	Andrew Sarris	1
Q5075102	Charles Alwis Hewavitharana	1
Q5075564	Charles Berkeley, 2nd Earl of Berkeley	1
Q5075582	Charles Bertie	1
Q5076512	Charles Cowden Clarke	1
Q5078014	Charles Ghigna	1
Q5078965	Charles Henry Pearson	1
Q5082828	Charles T. Payne	1
Q508525	Mary Soames	2
Q5085960	Charlotte Gordon Cumming	1
Q509637	Sancho García of Castile	1
Q5098264	Children's programming on ABC Television	1
Q5099290	Chimalpilli I	1
Q509946	Janet Maslin	2
Q5099499	The Encyclopedia of Science Fiction	22
Q51044	ORCID	3
Q5112179	Christopher Cuomo	1
Q5112360	Christopher French	1
Q5113651	Christy Lemire	1
Q511375	Tran Hung Dao	1
Q5114550	Chrysanthos Sisinis	1
Q511533	La Vanguardia	2
Q5115901	Chudadhuj Dharadilok	2
Q5122939	City-Data	13
Q512386	Karen Hækkerup	1
Q5123961	City of Toronto Heritage Property Inventory	27
Q512406	HMS Sheffield	1
Q512621	SS Baltic	1
Q5126590	Clarence Howard Clark, Jr.	1
Q512692	Ngwane V	2
Q512999	Philip of Artois	1
Q513186	null	2
Q513514	Honoré Mercier	1
Q5137	Gujarati	2
Q513807	Margaret Hamburg	2
Q5139520	Cockacoeske	1
Q514	anatomy	1
Q514069	Villa Pisani	1
Q5146	Portuguese	36
Q51491	Michael Curtiz	1
Q51495	William Wyler	1
Q5149772	Columbia Missourian	1
Q514978	Frances Parthenope Verney	2
Q515	city	2
Q5152625	Commission Internationale de Karting	1
Q515349	Pietro Ferrero Jr.	1
Q5154074	William Blount, 4th Baron Mountjoy	1
Q51541	Nicolas Roeg	2
Q515693	Theodoros Pangalos	1
Q515704	Naresuan	3
Q515731	Claude de Rohan-Gié	1
Q5164209	Constitution of Moldova	1
Q516464	Danielle Spencer	1
Q5164857	Contactmusic.com	1
Q5164965	Contemporary Authors	609
Q516497	Francis Turner Palgrave	1
Q5165079	Content development	1
Q5165605	Contra Costa Times	1
Q5168253	Copac	2
Q5177024	Counterpunch	1
Q518086	Stephen Tomašević of Bosnia	1
Q51812	Alberobello	1
Q5181492	Adam Jánoš	1
Q518155	National Archives and Records Administration	3
Q518325	Norma Fox Mazer	1
Q5183540	Creative Review	1
Q518589	Happy Days	2
Q5187367	Crockford's Clerical Directory	2
Q518966	Pierre Renoir	1
Q519143	Jann Wenner	1
Q5195707	Curtis Conway	1
Q519599	Jock Ewing	1
Q5196821	Cuthburh	1
Q5197661	Cybele Andrianou	1
Q5199872	Cynan ab Owain Gwynedd	1
Q52	Wikipedia	139
Q5200671	null	1
Q5200769	Cyril Höschl	1
Q520505	Emilio Botín	1
Q520524	Federal Agency for Civic Education	20
Q5206185	DSRV-2 Avalon	1
Q5206186	DSRV-1 Mystic	1
Q5208507	Dagfinn Grønoset	1
Q5209245	Daily Echo	1
Q5213609	Dan Greenburg	1
Q521483	Catherine Leterrier	1
Q5217673	Daniel Janssen	1
Q52183	Sheikh Hasina	1
Q521991	Mary Howitt	1
Q522039	Minor Planet Center	48302
Q522167	Fanny Bullock Workman	1
Q5228097	USS Anchorage	1
Q522827	Sisowath Monivong	2
Q5232685	David Crouch	1
Q5233273	David Edward	4
Q5235022	David Hirson	1
Q523716	2010 United States Census	3152
Q5239682	David Shaughnessy	2
Q5239868	David Small	1
Q524070	Pavlína Ščasná	1
Q5241255	Sing Tao Daily	4
Q524181	Hamelin de Warenne, Earl of Surrey	1
Q5243761	dbSNP	2
Q524490	Cratesipolis	1
Q52454	International Tennis Hall of Fame	2
Q5246990	Nikita Willy	1
Q524778	Commissioner	1
Q5248271	Deborah Howe	1
Q525332	Louis Leterrier	2
Q525458	Andy Breckman	1
Q5260508	Department of Tourism, Heritage and Culture	2
Q526170	Biblioteca Museu Víctor Balaguer	6696
Q5262077	Nguyen Phuc Canh	1
Q526343	Margareta Brahe	2
Q527059	Gunnel Fred	1
Q5271122	Diana Churchill	1
Q5271542	Diane Pearson	1
Q5272115	The Northern Advocate	1
Q5273969	Dictionary of Irish Biography	3
Q5273977	Dictionary of Welsh Biography	2
Q5278755	José Primo de Rivera	1
Q5279397	Table of the future dates of Easter	1
Q5280643	Directorate of Film Festivals	1
Q5282129	Disease Ontology	24171
Q5287	Japanese	1979
Q5289526	Dolores Guinness	1
Q52897	HMS Gustav V	1
Q529109	Jean-Marie Roland, vicomte de la Platière	1
Q5294282	Donald E. Graham	2
Q529603	Patrick Leonard	1
Q5296544	Donnchadh III, Earl of Fife	2
Q5297809	Dorianne Laux	1
Q53000	Sinnonhyeon Station	2
Q53009	Bernardo Bertolucci	1
Q530128	Ōishi Yoshio	2
Q530576	Bocchus I	1
Q5306359	Charles-Louis Verboeckhoven	1
Q53079	Coahuila	1
Q530951	Biographisch-Bibliographisches Kirchenlexikon	1
Q531718	Efrem Zimbalist, Jr.	1
Q532	village	2
Q532221	Georges Fillioud	1
Q5332816	Echoing Green	1
Q533284	Gustavo Cerati	1
Q5332851	Echu mac Muiredaig	1
Q533697	Highgate Cemetery	1
Q5338537	Edith Ellis	1
Q5338632	Edith Mærsk	1
Q5338669	Edith Schaeffer	1
Q534019	Duc Duc	1
Q534035	Chessgames.com	1
Q534143	Pieter van Vlaanderen	2
Q5342577	Edward Devereux, 11th Viscount Hereford	1
Q53433	Boris Pustyntsev	1
Q5344630	Edward Noel, 1st Earl of Gainsborough	1
Q53457	Casimir III the Great	1
Q5346006	Edward Wyndham Tennant	1
Q53464	Hungarian Wikipedia	15294
Q5350256	Ek Yi Oun	2
Q5353240	Elaine Lee	1
Q5353793	Isukeyorihime	2
Q5354381	Eleanor Ross Taylor	1
Q5358951	Elen ferch Llywelyn	2
Q5359203	Elenore Abbott	1
Q5361569	Lynn Varley	1
Q5361582	Elisabeth de Rothschild	1
Q5362566	Elizabeth Charles	1
Q5362692	Elizabeth Dowdall	1
Q5362833	Elizabeth Germain	2
Q5362962	Elizabeth Herbert, Baroness Herbert of Lea	1
Q5363083	Elizabeth Knox	1
Q5363117	Elizabeth Lilburne	1
Q5363761	Elizabeth Wyckes	1
Q5363790	Elizabeth de Beauchamp, Lady of Abergavenny	3
Q5366163	Odai no kata	1
Q536656	Alfred Wegener Institute for Polar and Marine Research	2
Q5370167	Liu Kang	2
Q5370260	Liu Jin	2
Q537040	Michael Hollick	1
Q5370435	Kuni Asahiko	1
Q53707	Tage Erlander	1
Q5371096	null	4
Q537154	Kunigunde of Altdorf	1
Q5372324	Emily Pohl-Weary	1
Q537306	Phyllis Gotlieb	1
Q537392	Gertrud von Babenberg	2
Q5375442	Enciclopedia Dantesca	3
Q5375690	Encyclopedia of Chicago	2
Q5375741	Encyclopædia Britannica Online	61
Q5378963	eniro.se	1
Q5379842	Henri Justel	1
Q5383391	Episcopal Diocese of Louisiana	1
Q538574	Vita Karoli Magni	1
Q538620	Florence Marryat	1
Q538645	Louis François Joseph, Prince of Conti	1
Q538719	Gita Mehta	1
Q5389127	Erin Cressida Wilson	1
Q5391028	Carlos Saúl Facundo Menem	1
Q539296	Eurosport	1
Q5393931	HMS Scott	1
Q5396811	Olavi Granö	1
Q5398352	Eslanda Goode Robeson	1
Q539930	Peggy Cripps	3
Q540344	Klas Östergren	1
Q5404146	Ethna Carbery	1
Q540665	Françoise Gilot	2
Q540994	Thiệu Trị	1
Q5411078	Euratom Treaty	1
Q5411173	HMS Wivern	1
Q5412780	Enumeratio Diagnostica Cactearum	3
Q54129	International Labour Organization	2
Q5416188	Eve Merriam	2
Q5416191	Eve Pollard	1
Q5418825	Evžen Linhart	1
Q541910	Lynn Nottage	1
Q541989	Rusa III	1
Q542	athletics	1
Q542161	Radhia Nasraoui	1
Q542425	Esi Edugyan	1
Q54255	Incheon International Airport Station	2
Q54263	Gimpo International Airport Station	1
Q54272	Gongdeok Station	2
Q54275	Gaehwa Station	1
Q542758	Styx	2
Q5428240	Fabrício Camões	1
Q5429464	Stateira II	2
Q5429502	Slobodan Šijan	1
Q5429531	Fahd bin Salman bin Abdulaziz Al Saud	1
Q5429645	Faidiva of Toulouse	1
Q543019	Anne Neville, 16th Countess of Warwick	1
Q54306	Suwon Station	1
Q5430784	Fairview Alpha	1
Q54309	Byeongjeom Station	1
Q54310	Seodongtan Station	2
Q5431088	Faisal bin Abdullah	1
Q5431091	Faisal bin Salman bin Abdulaziz Al Saud	1
Q54312	Byeongjeom Depot Line	3
Q54340	People's Daily	4
Q5434821	Faranak Margolese	1
Q543665	Anne de Beauchamp, 15th Countess of Warwick	1
Q543776	Chan Parker	1
Q54389	tritium	1
Q544182	Jahandar Shah	1
Q544228	Bahadur Shah I	1
Q5449	Yoshkar-Ola	1
Q5449205	Filosseno Luzzatto	1
Q545261	Marya Zaturenska	1
Q545277	Olga Anstei	1
Q54571	Ayanıs	1
Q546003	BMJ	4
Q5460442	Flora of the People's Republic of China	12147
Q546367	Jan Hrušínský	1
Q5464504	Folke Zettervall	1
Q547074	Prince Felix of Schwarzenberg	2
Q5474065	null	1
Q547473	MacTutor History of Mathematics archive	231
Q5476145	Museu d'Art Jaume Morera	346
Q5478989	Frances Vane, Viscountess Vane	2
Q548099	Eurynome	2
Q5482088	Francis Ogilvy-Grant, 6th Earl of Seafield	1
Q5482982	Virginie Loveling building	1
Q5483505	Carlos Alcántara Vilar	1
Q548520	Gaelic Athletic Association	1
Q54919	Virtual International Authority File	581082
Q5492428	Frans van der Mijn	1
Q5492495	František Bublan	1
Q549323	German submarine U-44	1
Q5495632	Fred Kaplan	1
Q5498238	Frederick Lambton, 4th Earl of Durham	1
Q549930	Gilbert, Duke of Burgundy	1
Q5499915	Free Malaysia Today	1
Q55	Netherlands	1
Q55004	Kurt Weill	1
Q550176	Chico Mendes	1
Q550358	Liu Zhang	1
Q5508152	Full Tank	1
Q551279	Hartmann von Habsburg	2
Q5515663	Gabriel Gustafsson Oxenstierna	1
Q55174	Meg Whitman	1
Q5517518	Gaj Singh	1
Q55183	Susan Wojcicki	2
Q551861	Xavier Dolan	1
Q5519561	Gamal Nkrumah	2
Q5520608	Gandaraditya	1
Q55221	Alexander Korda	2
Q552359	BBC Sport	1
Q552845	Renaud Capuçon	1
Q5529904	Geers Gross	1
Q553134	Charles I, Duke of Münsterberg-Oels	2
Q553240	King Zhaoxiang of Qin	1
Q553247	Henry VII of Brzeg	1
Q5533894	GeoBase	1
Q5536103	George Airey	1
Q5536926	George Berkeley	1
Q553840	Duke Xian of Qin	1
Q5538504	George Devereux, 13th Viscount Hereford	1
Q553940	Bolko II of Ziębice	1
Q5542038	Sir Francis Dyke Acland, 14th Baronet	2
Q5544170	George S. Livanos	1
Q554579	Apostolic Nuncio to Germany	3
Q5546362	Hedwig of Anhalt	1
Q554639	German submarine U-62	1
Q5546475	Kristian von Alfthan	1
Q5548400	Georgios Mavromichalis	1
Q5548435	Georgios Roufos	1
Q5555743	Patrik Andersson	1
Q5556062	Ghazi Khan	1
Q5556627	Ghias ad-din	1
Q555682	Jan Kaplický	1
Q555846	Hipparcos	1
Q5560594	Gil Reavill	1
Q5560904	Statistics Greenland	2
Q5560967	Gilbert Heathcote, 1st Baron Aveland	1
Q5561056	John Ask	1
Q5562197	Gillian Baverstock	2
Q55633	Soyosan Station	2
Q55671	Bugzilla	1
Q5571068	Globo.com	1
Q557252	Přemek I, Duke of Opava	1
Q557263	Nicholas II, Duke of Opava	2
Q557286	Gorch Fock	1
Q557556	Chao Yuen Ren	1
Q5575593	Claes Bielke	1
Q5575635	Svante Bielke	1
Q5575648	Ture Bielke	1
Q5576843	Rudolf Bissen	1
Q557919	MedlinePlus	5
Q5580	Albrecht Dürer	1
Q558044	Jens Bjørneboe	1
Q5583153	null	1
Q558371	Jean Laurent	1
Q558429	SMS Kronprinz Erzherzog Rudolf	1
Q5584506	Magnus Brahe	1
Q5584518	Nils Brahe den yngre	1
Q558593	Lebach	1
Q558718	Lien Chan	1
Q5587362	Gospatric II, Earl of Lothian	1
Q558747	Eugène, 11th Prince of Ligne	1
Q558929	Oral history	5
Q558991	Tommaso Padoa-Schioppa	1
Q55917	Jarosław Kaczyński	1
Q559247	Anna of East Anglia	1
Q5593	Pablo Picasso	1
Q5594974	Grand Pro Wrestling	1
Q559795	Karel Kosík	1
Q559810	Yasovarman I	2
Q5599	Peter Paul Rubens	2
Q56008	Tim Burton	1
Q56010	Bundeswehr	2
Q5601909	Greek census 2011	33
Q560244	George I of Georgia	1
Q56034	Foreign Office	501
Q56045	Basic Law for the Federal Republic of Germany	17
Q560586	Anna Gemsch	1
Q5606110	Greg Patent	1
Q5606868	Gregory Cromwell, 1st Baron Cromwell	1
Q5607791	Gretta Bader	1
Q560847	James Harris Simons	1
Q5610758	Groton-New London Airport	1
Q5611987	Gruffydd ap Cyngen	1
Q5613185	Guadalajara International Book Fair	1
Q561319	Azlan Shah of Perak	1
Q5614958	Template:Official website	1
Q561648	Marcel Hossa	1
Q561765	Caroll Spinney	1
Q561840	Westdeutsche Allgemeine Zeitung	8
Q5618774	Gustaf Adolf De la Gardie	1
Q561940	Simeon Uroš	1
Q562153	Indravarman I	2
Q56219	Rocco Siffredi	1
Q5622360	Guy II de Balliol	1
Q5623708	Gwladys ferch Dafydd Gam	1
Q5624097	Gygaea of Macedon	1
Q562572	Soompi	1
Q5625910	null	1
Q562674	USS Essex	1
Q5628075	H. B. Marriott Watson	1
Q562824	The Korea Herald	1
Q562874	Budd Schulberg	1
Q5629228	HDMS Hvidbjørnen	1
Q5629339	HD 27631	1
Q5630252	HMAS Ballarat	1
Q5631250	HMS Alaric	1
Q5631398	HMS Argo	1
Q5631404	HMS Argyll	1
Q5631537	HMS Belleisle	1
Q5631646	HMS Boyne	1
Q5632255	Eclipse	1
Q5632256	HMS Eclipse	1
Q5632307	HMS Enterprise	1
Q5632563	HMS Gipsy	1
Q5632565	HMS Gladiator	1
Q5633129	HMS Lightning	1
Q5633330	HMS Mediator	1
Q5633390	HMS Milford	1
Q5633707	HMS Pearl	1
Q5634498	HMS Sturgeon	1
Q5634552	HMS Sylvia	1
Q563457	German submarine U-180	1
Q5634648	HMS Tireless	1
Q5634722	HMS Tyne	1
Q5635044	HMS Zebra	1
Q5635046	HMS Zephyr	1
Q5635891	HSB	1
Q5636029	HMS Gotland	1
Q563665	Yakima Canutt	1
Q5636810	Habib ibn Zayd al-Ansari	1
Q5637701	Vem är det	1
Q5638119	Hady Amr	1
Q56422	Monégasque dialect	1
Q5644616	Hamid Mirza	1
Q565	Wikimedia Commons	102209
Q565074	Thai Wikipedia	864
Q565358	Anne Halkett	1
Q5659199	Harmonia	1
Q566397	Weimar Triangle	1
Q5667827	null	2
Q5673494	null	1
Q5674217	Hart Massey	1
Q567646	Welf, Duke of Carinthia	1
Q5696326	Annales Musei Goulandris	1
Q5702533	Arbustrum Americanum	8
Q5703430	Helen Yglesias	1
Q570491	Archduke Karl Pius of Austria, Prince of Tuscany	2
Q5707304	null	1
Q5707594	news article	1
Q5708276	Asiatic Researches	1
Q570883	SMS Tsingtau	1
Q571	book	6
Q571012	Bolko II of Opole	1
Q571252	Leszek of Racibórz	1
Q571300	German submarine U-33	1
Q5714877	null	1
Q5718101	Henry Berkeley	1
Q5719975	Henry Cromwell, 2nd Baron Cromwell	1
Q5720031	Henry Cullen	1
Q57230	Johann Friedrich Gmelin	1
Q57243	Heike Drechsler	1
Q5725811	null	1
Q5725934	Henry Monckton	1
Q5726727	Henry Parnell, 1st Baron Congleton	1
Q5727902	circa	5
Q572841	Ali Shah Durrani	1
Q5729862	Blanca de los Ríos	1
Q5730011	Henry Wentworth	1
Q5730720	Henry de Baliol	1
Q5730741	Blätter für Kakteenforschung	10
Q5730802	Henry de Percy, 2nd Baron Percy	1
Q5731459	null	1
Q57319	Norodom Sihamoni	1
Q5732730	Heraldry of the World	1
Q57360	Hamad bin Khalifa Al Thani	1
Q573715	Cécile Stanislas Xavier de Girardin	1
Q573813	Anthony Powell	1
Q57384	Wernher von Braun	1
Q5738798	Cacteae in Horto Dyckensi Cultae (ed. 1849)	1
Q57388	Joyce Banda	1
Q5738820	Heritage Foundation of Newfoundland and Labrador	3
Q5740252	Julia Frankau	1
Q57426	Heiner Müller	1
Q574544	Ana Terter	1
Q5746302	Hester Grenville, 1st Countess Temple	1
Q574718	John III, Count of Holstein-Plön	2
Q57475	Klaus Fuchs	1
Q5749305	Carl Hartman	1
Q5752699	Carmen de Burgos	1
Q5756665	Rita Chowdhury	1
Q5760473	Argentine census 2010	1
Q576088	Lenrie Peters	1
Q576436	Ernesto Alterio	1
Q57692	Victor Ponta	1
Q576951	Servizio Bibliotecario Nazionale	664
Q577417	Chicago Sun-Times	1
Q57788	Hun Sen	2
Q5779472	Göran Nilsson Gyllenstierna	1
Q5779494	Johan Nilsson Gyllenstierna	1
Q5779507	Carl Gyllenstierna	1
Q5779540	Nils Nilsson Gyllenstierna	1
Q5780107	Pontus Gårdinger	1
Q5797661	Dallas Lovato	2
Q5799173	Alfred Hellerström	2
Q5803939	Descriptiones Cactacearum Novarum	2
Q5805383	null	1
Q5805674	Dictionnaire d'Horticulture	3
Q5805800	Die Kakteen	2
Q5805827	Die natürlichen Pflanzenfamilien, 2nd edition	11
Q5806307	null	1
Q580862	Antiope	2
Q5809	Che Guevara	2
Q58156	Saud bin Faisal bin Abdulaziz Al Saud	1
Q58172	Kazakh Wikipedia	2729
Q58209	Bashkir Wikipedia	30
Q58215	Chuvash Wikipedia	1024
Q5822007	null	1
Q58251	Azerbaijani Wikipedia	93
Q58255	Turkish Wikipedia	38595
Q583636	Bernhard Severin Ingemann	1
Q5837291	Erythea (revista)	1
Q584152	Ars Technica	1
Q584301	bassist	1
Q584660	Palden Thondup Namgyal	1
Q584737	Sukayna bint Husayn	1
Q5849	rugby union	110
Q5855279	Frederic Enríquez de Ribera	1
Q585592	Governor of the Netherlands Antilles	3
Q585978	1950 United States Census	1
Q58607	Daniel of Galicia	1
Q5862764	Flora Germanica Excursoria	1
Q5863252	Florula Atacamensis seu Enumeriatio	1
Q58635	Punjabi	4
Q58679	Serbo-Croatian Wikipedia	90947
Q587027	Pedal steel guitar	1
Q5876825	Genera Plantarum (Jussieu)	1
Q5876832	Genera plantarum ad exemplaria imprimis in herbariis kewensibus servata definita	245
Q5882532	Hollywood.com	1
Q5882911	null	1
Q588694	Anton Corfiz Ulfeldt	1
Q588906	Huzziya	1
Q589158	Simon Arnauld de Pomponne	1
Q5891604	Hamburger Garten- Blumenzeitung	1
Q589734	null	1
Q5898735	Hoots the Owl	1
Q590208	Allgemeine Deutsche Biographie	13
Q59062	Vladimír Franz	1
Q59112	Barbara W. Tuchman	1
Q5915564	William F. Knowland	1
Q5915821	null	1
Q5917538	Instituto Nacional de Estadística (Uruguay)	1
Q5920510	Howard Norman	1
Q5920996	null	2
Q5924723	Who's Who in France	1
Q5927580	Shiming	2
Q5934302	Heinrich Lang	1
Q5935213	Jorge Guillermo Borges	1
Q593644	chemist	2
Q593879	Alexandre Jacovleff	1
Q5939059	Yngve A. A. Larsson	1
Q594712	Council on Foreign Relations	1
Q5947245	null	11
Q594829	Anton Tiller	1
Q5951554	Huzir Sulaiman	1
Q595181	Gazeta.ru	5
Q5953335	null	1
Q5955546	Atossa	3
Q595564	Houston Chronicle	1
Q595628	Occitan Wikipedia	1
Q595662	Kenneth Patchen	1
Q5957685	Kaktus-ABC	3
Q5958009	Mahtab Keramati	1
Q5958697	Kaulak	2
Q5958996	null	1
Q5961244	L'illustration horticole	1
Q5967721	People.cn	1
Q5968539	La Época	27
Q59706	Jabir ibn Abd-Allah	1
Q5973686	Les Cactées	3
Q5975048	ITV Anglia	1
Q5976666	Linda Miller	1
Q597917	Arlene Martel	1
Q59880	Munsan Station	2
Q5989988	Iefan ab Owain Gwynedd	1
Q60	New York City	2
Q600153	Encyclopedia of Slovenia	3
Q600222	Petr Zelenka	1
Q60036	Heidi Klum	1
Q6004034	null	1
Q6006635	Şehzade Abdullah	2
